sample_id,basalt,carbonate,chloride,iron_oxide,oxalate,oxychlorine,phyllosilicate,silicate,sulfate,sulfide
S0766,1.4780119213871846e-09,3.5393283353727903e-06,9.389665356034889e-07,4.935494724878936e-05,8.92202059933423e-06,0.031048876914175984,5.315916176592832e-08,0.3093140323898229,7.550098104230281e-06,7.589439912648716e-07
S0767,0.10678752766239262,0.10012402176069395,0.003911714879955223,0.18842546279210226,3.796116414106865e-05,0.18654148342923846,0.012284175502260708,0.8050237082275259,0.0374361128919613,0.005259259228339404
S0768,0.6141122515173428,0.4139422927930512,0.00015465880093885044,0.15594202928195108,0.0004250854160364887,0.22989849017311786,0.8210617865339894,0.6925292432179413,0.3041165779673022,0.001988192657655889
S0769,0.009150200093331382,0.032346655767771924,0.06204544515777712,0.08135744541300152,2.505279835792151e-05,0.972954538153251,0.08624103532570314,0.047278064650057405,0.5425962951210543,0.0029109943198746915
S0770,0.0014707196059733658,0.006570385734854094,0.06099041856434374,0.28299431239013806,0.00018042702306944508,0.8102493097581396,0.5878457051868582,0.004328350966977303,0.004787011975932692,0.010212010922853553
S0771,0.379862277250353,0.11072692371759775,0.005824069465893351,0.025507817425397632,0.006750724056095993,0.16037128855907287,0.030593911554499798,0.07702857024629987,0.01241564869349139,9.54610176835666e-07
S0772,0.06434561621618898,0.01051116715302307,0.05306835172856913,0.033697417870750576,2.7743219222288564e-06,0.04007011693891358,0.6393662116854133,0.024515913994633168,0.08075655416302245,0.0012704218896951414
S0773,0.0017871950193175102,5.875688758622693e-05,0.017758245849602724,0.17411973268131442,3.430115701743604e-05,0.1027291483687912,0.37849529690918854,0.005153458274019554,0.0004593055654659473,0.0012350216688292205
S0774,0.22799563963656105,0.0012469570483363685,0.0037840072882283685,0.020812691955612705,1.8953244463042548e-05,0.005903576109895429,0.352091271654533,0.13062462444303988,0.0010889895653196913,0.047185154858693915
S0775,0.09280218666030884,0.044807349542867914,0.11863052750280119,0.12574294465957492,5.287061569851317e-06,0.14248338823961115,0.3645203080494267,0.09925571731629695,0.40788228451312486,0.005688268885419549
S0776,0.021348388276019946,0.026163938046967896,0.89224753367278,0.1242111427256409,1.8048253754793535e-05,0.017563769134489454,0.09798306839342869,0.00493456179523875,8.237818594756098e-05,0.014365898743210289
S0777,0.00735505133395943,0.0014537570433091171,0.8797473350286877,0.0006341026170647529,4.3485500400553494e-05,9.472965680912251e-07,0.0006555175723923832,0.00016308290202615098,2.2506324180668273e-06,7.67346556319817e-06
S0778,0.2769349968502076,0.2323662029371555,0.04392348340500415,0.5357198960081331,4.648760686270897e-06,0.217079047323932,0.1879295278332279,0.3039983963494524,0.3944993657275006,7.190764650208388e-05
S0779,0.007287771109945992,0.007493125926947008,0.1815578676949101,0.048760716885241785,2.1926720390633827e-05,0.00599053441531758,0.11165570580458556,0.06387871309442907,0.7610327674363603,0.00014647238477972536
S0780,0.01640865926012875,0.013762623807253401,0.03094357323163302,0.29694914027656666,0.0006950264168267692,0.9891304279071906,0.4620260167256454,0.014998695685999314,0.0790465074661232,0.014128340351360165
S0781,0.04159862406014827,0.004886273548576766,0.027753299736239138,0.002933567657268478,1.863902001519832e-05,0.0009374995532005834,0.07130573942185914,0.034678691161421166,0.0018942372660480837,2.075136228154868e-05
S0782,0.7606355737461106,0.0001036128237858335,0.00019292794955940828,0.014088544835848128,0.0007328837437237065,0.00778100911299465,0.13475876416570357,0.02524222032843489,3.394178932475746e-05,0.05194210013368843
S0783,0.00851620225416598,0.0034512162692088696,0.000522345576664548,0.03507612271937656,0.00015690458781873718,0.9822115413706802,0.5141103555258312,0.02312851542044746,0.012494493705942005,0.07176962743338271
S0784,0.015505174313187585,0.012815269456412813,5.5252917146055626e-05,0.011538882920702664,3.202232898825987e-05,0.00482087233403382,0.17214266939197972,0.643814621011998,0.0040308893332897736,2.6122363442258438e-05
S0785,0.23085246923754665,0.0466518150342252,0.04259364626786453,0.11806992877542728,7.878826570002964e-06,0.08379871479881555,0.8181560503922375,0.3151767566734809,0.5183690570279421,0.09863822086665638
S0786,0.009509301000048521,0.015557161448821997,0.03415274840659666,0.15311564700765734,0.00011885157937452922,0.9896194447149476,0.6302222670554762,0.013356182157782911,0.005095938572314348,0.007348424912415002
S0787,0.00021158214911766056,0.007814465120761172,0.3151344735268229,0.7057403138242648,1.7527498995603646e-06,0.9120204887889757,0.884923367697356,0.019448393593891073,0.015640174418846627,0.005443427291735443
S0788,0.33643434029270336,0.3738256492752266,0.1136166506448917,0.7236021742585649,7.486758580973487e-06,0.608667544941538,0.5897356034679953,0.2514224587124264,0.5277941731443352,0.00460684060807998
S0789,0.29729929122475174,0.020121360440198455,0.015356277991706059,0.02923315671486562,6.742771951464873e-07,0.05310539639364385,0.8685127345572903,0.4332334905338513,0.13081675340210405,0.0034240687989750243
S0790,0.23466195267399648,0.10326680756874863,0.045731429740463195,0.17192805446040066,1.1642840582970377e-06,0.1381164214631708,0.5219773427855399,0.15826698081572393,0.33263421764563755,0.002356452080529419
S0791,4.743893043896693e-06,0.003362976097585271,0.5151805310226832,0.4529485178308697,1.313069070965984e-06,0.21824211761137652,0.9402626527049409,0.0009243032633698152,0.007246068865048518,0.0006950224541375448
S0792,0.10751730233387742,0.05512852463271685,0.4280620494986174,0.08979015986436616,0.0002703283674754065,0.09429224762533665,0.1730270749743384,0.029972168789688548,0.23065928598325294,0.013614415075255206
S0793,0.14800244565826687,0.10551223523567106,0.0382567103336569,0.10192778422434678,0.0003568145090206426,0.09593203450570942,0.00014154156838106074,0.037501243697389726,0.039175262140483176,0.0025933924251867746
S0794,0.003228785486388971,0.026898939118550288,0.001447172039252043,0.6408771278057226,1.9887430401242056e-05,0.002520486436053589,0.05674572372802401,0.3182791566550293,0.0007474210318621293,0.02608186515536129
S0795,0.10306774324990582,0.0008580207076870508,0.007512701389877066,0.0029102702973289743,0.00016561510620608657,0.016297293929831244,0.9717060698993415,0.05714284853314529,0.00467384219962019,0.07940359163675768
